method,source,decisions,utility,task_success_rate,catastrophe_rate,intervention_rate,strict_base_recall,strict_detour_recall,strict_retreat_recall
OutcomeRouter-hidden-only,6292759eb45913ce4ed8447194504833f347d9355012e3228775797a4b0a7cd1,12,0.75,0.8333333333333334,0.08333333333333333,0.25,,0.5,
OutcomeRouter-hidden-only,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,12,0.3333333333333333,0.4166666666666667,0.08333333333333333,0.6666666666666666,0.5,,0.5
OutcomeRouter-hidden-only,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,30,0.6,0.6,0.0,0.8,0.3333333333333333,0.5,1.0
OutcomeRouter-hidden-only,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,12,0.3333333333333333,0.5,0.16666666666666666,0.5,0.6,,0.5
OutcomeRouter-hidden-only,821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,15,0.2,0.4,0.2,0.6,0.4,0.0,0.0
OutcomeRouter-hidden-only,9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,15,0.2,0.5333333333333333,0.3333333333333333,0.4666666666666667,0.5714285714285714,0.6666666666666666,
OutcomeRouter-hidden-only,986b3dff233a80cf0fd1c48f815600f49b95f83be0d9f898fee40d0a5c9dca63,12,0.5833333333333334,0.6666666666666666,0.08333333333333333,0.5833333333333334,0.5,0.6666666666666666,
OutcomeRouter-hidden-only,a3e1c487338ecfe4ce59e1e8f0be7a20d0442476ad923022ec430bdb5470ee56,12,0.5,0.6666666666666666,0.16666666666666666,0.5833333333333334,,0.5,
OutcomeRouter-hidden-only,a992f0a563f4b0239708f4be6fa38192e6930b15387567b2d4a16568d4fa5671,12,0.4166666666666667,0.5,0.08333333333333333,0.6666666666666666,0.3333333333333333,,
OutcomeRouter-hidden-only,b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,30,0.43333333333333335,0.5666666666666667,0.13333333333333333,0.6,0.5714285714285714,1.0,0.3333333333333333
OutcomeRouter-hidden-only,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,15,0.26666666666666666,0.5333333333333333,0.26666666666666666,0.2,0.75,0.0,0.0
OutcomeRouter-hidden-only,d6796d48077a08484abd1252e6deb387d8b6a10bf445e66c4e6eaa0bde0f7818,5,-0.4,0.2,0.6,0.4,,0.5,
OutcomeRouter-hidden-only,ddd84e646ab0cdd38c0f283802f28ac361a412492f3872c7f489b95bb55d53af,15,0.2,0.3333333333333333,0.13333333333333333,0.3333333333333333,0.3333333333333333,,
OutcomeRouter-hidden-only,f64d2a60c3b9cebc4b5e12f86f4978711b4ca1e7a3788d1756d078c45a1c1004,12,0.5,0.5833333333333334,0.08333333333333333,0.4166666666666667,0.6666666666666666,,1.0
OutcomeRouter-state-action-only,0815f4806fc9a4fbd58c6627c8b92fd77f1b80ad4b8b4cd6d0c6e0541d488a7b,12,0.5833333333333334,0.5833333333333334,0.0,1.0,0.0,1.0,
OutcomeRouter-state-action-only,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,5,-0.8,0.0,0.8,0.0,,0.0,
OutcomeRouter-state-action-only,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,18,0.2222222222222222,0.5,0.2777777777777778,0.2777777777777778,0.5,0.0,
OutcomeRouter-state-action-only,3f7887ee8820a4163a5033c81050731e85d1a310652a612f5b0ea5c450ec2043,5,-1.0,0.0,1.0,1.0,0.0,,
OutcomeRouter-state-action-only,5de3fa5396875480db81793738029227ed357caa91e5d24290ffc5cb0371f908,12,0.25,0.5833333333333334,0.3333333333333333,0.4166666666666667,0.0,1.0,0.0
OutcomeRouter-state-action-only,61f6ada542d03d1dd4d75a304f2674efa20660163c54b012b956522e98835cac,12,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.08333333333333333,1.0,,0.0
OutcomeRouter-state-action-only,6292759eb45913ce4ed8447194504833f347d9355012e3228775797a4b0a7cd1,12,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,,0.0,
OutcomeRouter-state-action-only,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,12,0.16666666666666666,0.5,0.3333333333333333,0.25,0.75,,0.0
OutcomeRouter-state-action-only,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,30,0.23333333333333334,0.5666666666666667,0.3333333333333333,0.0,1.0,0.0,0.0
OutcomeRouter-state-action-only,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,12,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.4166666666666667,1.0,,0.0
OutcomeRouter-state-action-only,821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,15,0.2,0.4,0.2,0.8,0.4,0.0,0.0
OutcomeRouter-state-action-only,9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,15,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.2,0.8571428571428571,0.3333333333333333,
OutcomeRouter-state-action-only,986b3dff233a80cf0fd1c48f815600f49b95f83be0d9f898fee40d0a5c9dca63,12,0.25,0.5833333333333334,0.3333333333333333,0.0,1.0,0.0,
OutcomeRouter-state-action-only,a3e1c487338ecfe4ce59e1e8f0be7a20d0442476ad923022ec430bdb5470ee56,12,0.25,0.5,0.25,0.3333333333333333,,0.16666666666666666,
OutcomeRouter-state-action-only,a992f0a563f4b0239708f4be6fa38192e6930b15387567b2d4a16568d4fa5671,12,0.5833333333333334,0.5833333333333334,0.0,0.6666666666666666,0.6666666666666666,,
OutcomeRouter-state-action-only,b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,30,0.36666666666666664,0.6,0.23333333333333334,0.4666666666666667,0.7142857142857143,1.0,0.0
OutcomeRouter-state-action-only,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,15,0.26666666666666666,0.6,0.3333333333333333,0.0,1.0,0.0,0.0
OutcomeRouter-state-action-only,d6796d48077a08484abd1252e6deb387d8b6a10bf445e66c4e6eaa0bde0f7818,5,0.2,0.4,0.2,1.0,,1.0,
OutcomeRouter-state-action-only,ddd84e646ab0cdd38c0f283802f28ac361a412492f3872c7f489b95bb55d53af,15,0.26666666666666666,0.4,0.13333333333333333,0.3333333333333333,0.6666666666666666,,
OutcomeRouter-state-action-only,f64d2a60c3b9cebc4b5e12f86f4978711b4ca1e7a3788d1756d078c45a1c1004,12,0.08333333333333333,0.3333333333333333,0.25,0.8333333333333334,0.16666666666666666,,0.0
Condition-only diagnostic,0815f4806fc9a4fbd58c6627c8b92fd77f1b80ad4b8b4cd6d0c6e0541d488a7b,12,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,1.0,0.0,
Condition-only diagnostic,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,5,-1.0,0.0,1.0,1.0,,0.0,
Condition-only diagnostic,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,18,0.6111111111111112,0.6111111111111112,0.0,0.3333333333333333,1.0,0.0,
Condition-only diagnostic,3f7887ee8820a4163a5033c81050731e85d1a310652a612f5b0ea5c450ec2043,5,-1.0,0.0,1.0,1.0,0.0,,
Condition-only diagnostic,5de3fa5396875480db81793738029227ed357caa91e5d24290ffc5cb0371f908,12,0.3333333333333333,0.5833333333333334,0.25,0.3333333333333333,1.0,0.0,0.0
Condition-only diagnostic,61f6ada542d03d1dd4d75a304f2674efa20660163c54b012b956522e98835cac,12,0.5,0.6666666666666666,0.16666666666666666,0.3333333333333333,1.0,,0.0
Condition-only diagnostic,6292759eb45913ce4ed8447194504833f347d9355012e3228775797a4b0a7cd1,12,1.0,1.0,0.0,0.3333333333333333,,1.0,
Condition-only diagnostic,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,12,0.4166666666666667,0.5833333333333334,0.16666666666666666,0.3333333333333333,1.0,,0.0
Condition-only diagnostic,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,30,0.5666666666666667,0.5666666666666667,0.0,0.3333333333333333,1.0,0.0,1.0
Condition-only diagnostic,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,12,0.4166666666666667,0.6666666666666666,0.25,0.3333333333333333,1.0,,0.0
Condition-only diagnostic,821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,15,0.6,0.6,0.0,0.3333333333333333,1.0,0.0,1.0
Condition-only diagnostic,9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,15,0.7333333333333333,0.8666666666666667,0.13333333333333333,0.3333333333333333,1.0,1.0,
Condition-only diagnostic,986b3dff233a80cf0fd1c48f815600f49b95f83be0d9f898fee40d0a5c9dca63,12,0.75,0.8333333333333334,0.08333333333333333,0.3333333333333333,1.0,1.0,
Condition-only diagnostic,a3e1c487338ecfe4ce59e1e8f0be7a20d0442476ad923022ec430bdb5470ee56,12,0.4166666666666667,0.4166666666666667,0.0,0.3333333333333333,,0.0,
Condition-only diagnostic,a992f0a563f4b0239708f4be6fa38192e6930b15387567b2d4a16568d4fa5671,12,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,1.0,,
Condition-only diagnostic,b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,30,0.43333333333333335,0.6333333333333333,0.2,0.3333333333333333,1.0,0.0,0.0
Condition-only diagnostic,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,15,0.4666666666666667,0.6,0.13333333333333333,0.3333333333333333,1.0,1.0,0.0
Condition-only diagnostic,d6796d48077a08484abd1252e6deb387d8b6a10bf445e66c4e6eaa0bde0f7818,5,-1.0,0.0,1.0,1.0,,0.0,
Condition-only diagnostic,ddd84e646ab0cdd38c0f283802f28ac361a412492f3872c7f489b95bb55d53af,15,0.4,0.4666666666666667,0.06666666666666667,0.3333333333333333,1.0,,
Condition-only diagnostic,f64d2a60c3b9cebc4b5e12f86f4978711b4ca1e7a3788d1756d078c45a1c1004,12,0.5,0.6666666666666666,0.16666666666666666,0.3333333333333333,0.8333333333333334,,0.0
Horizon-only diagnostic,0815f4806fc9a4fbd58c6627c8b92fd77f1b80ad4b8b4cd6d0c6e0541d488a7b,12,0.5,0.6666666666666666,0.16666666666666666,0.5,0.5,0.6666666666666666,
Horizon-only diagnostic,28c563172e6e13a0d3d84f1527243878c67a2140fa8c9a81ecb8b81ec9402dc8,5,-0.4,0.0,0.4,0.6,,0.6666666666666666,
Horizon-only diagnostic,2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,18,0.3333333333333333,0.5555555555555556,0.2222222222222222,0.3333333333333333,0.5,1.0,
Horizon-only diagnostic,3f7887ee8820a4163a5033c81050731e85d1a310652a612f5b0ea5c450ec2043,5,-1.0,0.0,1.0,0.6,0.0,,
Horizon-only diagnostic,5de3fa5396875480db81793738029227ed357caa91e5d24290ffc5cb0371f908,12,0.25,0.5833333333333334,0.3333333333333333,0.5,1.0,0.0,0.0
Horizon-only diagnostic,61f6ada542d03d1dd4d75a304f2674efa20660163c54b012b956522e98835cac,12,0.3333333333333333,0.5833333333333334,0.25,0.5,0.5,,0.0
Horizon-only diagnostic,6292759eb45913ce4ed8447194504833f347d9355012e3228775797a4b0a7cd1,12,0.5,0.75,0.25,0.25,,0.25,
Horizon-only diagnostic,655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,12,0.16666666666666666,0.4166666666666667,0.25,0.5,0.5,,0.0
Horizon-only diagnostic,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,30,0.5,0.6333333333333333,0.13333333333333333,0.6,0.6666666666666666,0.5,0.0
Horizon-only diagnostic,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,12,0.3333333333333333,0.5,0.16666666666666666,0.5,0.6,,0.0
Horizon-only diagnostic,821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,15,0.06666666666666667,0.4,0.3333333333333333,0.4,0.4,0.0,0.0
Horizon-only diagnostic,9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,15,0.13333333333333333,0.5333333333333333,0.4,0.4,0.5714285714285714,0.3333333333333333,
Horizon-only diagnostic,986b3dff233a80cf0fd1c48f815600f49b95f83be0d9f898fee40d0a5c9dca63,12,0.5833333333333334,0.75,0.16666666666666666,0.5,1.0,0.6666666666666666,
Horizon-only diagnostic,a3e1c487338ecfe4ce59e1e8f0be7a20d0442476ad923022ec430bdb5470ee56,12,0.3333333333333333,0.5833333333333334,0.25,0.5,,0.3333333333333333,
Horizon-only diagnostic,a992f0a563f4b0239708f4be6fa38192e6930b15387567b2d4a16568d4fa5671,12,0.3333333333333333,0.5,0.16666666666666666,0.5,0.3333333333333333,,
Horizon-only diagnostic,b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,30,0.3,0.5333333333333333,0.23333333333333334,0.6,0.5714285714285714,0.0,0.0
Horizon-only diagnostic,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,15,0.26666666666666666,0.6,0.3333333333333333,0.0,1.0,0.0,0.0
Horizon-only diagnostic,d6796d48077a08484abd1252e6deb387d8b6a10bf445e66c4e6eaa0bde0f7818,5,-0.4,0.2,0.6,0.4,,0.5,
Horizon-only diagnostic,ddd84e646ab0cdd38c0f283802f28ac361a412492f3872c7f489b95bb55d53af,15,0.26666666666666666,0.3333333333333333,0.06666666666666667,0.6,0.3333333333333333,,
Horizon-only diagnostic,f64d2a60c3b9cebc4b5e12f86f4978711b4ca1e7a3788d1756d078c45a1c1004,12,0.3333333333333333,0.5,0.16666666666666666,0.5,0.5,,0.0
