method,source,n_decisions,n_sources,task_success_count,task_success_numerator,task_success_denominator,task_success_rate,catastrophe_count,catastrophe_numerator,catastrophe_denominator,catastrophe_rate,safe_noncompletion_count,safe_noncompletion_numerator,safe_noncompletion_denominator,safe_noncompletion_rate,intervention_count,intervention_numerator,intervention_denominator,intervention_rate,unnecessary_intervention_count,unnecessary_intervention_numerator,unnecessary_intervention_denominator,unnecessary_intervention_rate,harmful_intervention_count,harmful_intervention_numerator,harmful_intervention_denominator,harmful_intervention_rate,beneficial_intervention_count,beneficial_intervention_numerator,beneficial_intervention_denominator,beneficial_intervention_rate,missed_beneficial_intervention_count,missed_beneficial_intervention_numerator,missed_beneficial_intervention_denominator,missed_beneficial_intervention_rate,unnecessary_given_base_success_count,unnecessary_given_base_success_denominator,unnecessary_given_base_success_rate,missed_given_beneficial_opportunity_count,missed_given_beneficial_opportunity_denominator,missed_given_beneficial_opportunity_rate,utility_sum,utility_denominator,mean_utility,oracle_regret_sum,oracle_regret_denominator,mean_oracle_regret,value_gain_over_base_sum,oracle_value_available_sum,oracle_value_recovered,success_rate
DirectQ-lambda8,b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,30,1,14,14,30,0.4666666666666667,3,3,30,0.1,13,13,30,0.43333333333333335,22,22,30,0.7333333333333333,13,13,30,0.43333333333333335,6,6,30,0.2,8,8,30,0.26666666666666666,1,1,30,0.03333333333333333,13,19,0.6842105263157895,1,10,0.1,11.0,30,0.36666666666666664,9.0,30,0.3,1.0,10.0,0.1,0.4666666666666667
PairwiseAdvantage,b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,30,1,15,15,30,0.5,7,7,30,0.23333333333333334,8,8,30,0.26666666666666666,23,23,30,0.7666666666666667,14,14,30,0.4666666666666667,5,5,30,0.16666666666666666,3,3,30,0.1,1,1,30,0.03333333333333333,14,19,0.7368421052631579,1,10,0.1,8.0,30,0.26666666666666666,12.0,30,0.4,-2.0,10.0,-0.2,0.5
OutcomeRouter,b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,30,1,16,16,30,0.5333333333333333,7,7,30,0.23333333333333334,7,7,30,0.23333333333333334,22,22,30,0.7333333333333333,12,12,30,0.4,4,4,30,0.13333333333333333,3,3,30,0.1,1,1,30,0.03333333333333333,12,19,0.631578947368421,1,10,0.1,9.0,30,0.3,11.0,30,0.36666666666666664,-1.0,10.0,-0.1,0.5333333333333333
OutcomeRouter-hidden-only,b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,30,1,17,17,30,0.5666666666666667,9,9,30,0.3,4,4,30,0.13333333333333333,16,16,30,0.5333333333333333,8,8,30,0.26666666666666666,3,3,30,0.1,1,1,30,0.03333333333333333,3,3,30,0.1,8,19,0.42105263157894735,3,10,0.3,8.0,30,0.26666666666666666,12.0,30,0.4,-2.0,10.0,-0.2,0.5666666666666667
OutcomeRouter-state-action-only,b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,30,1,13,13,30,0.43333333333333335,6,6,30,0.2,11,11,30,0.36666666666666664,28,28,30,0.9333333333333333,17,17,30,0.5666666666666667,7,7,30,0.23333333333333334,4,4,30,0.13333333333333333,0,0,30,0.0,17,19,0.8947368421052632,0,10,0.0,7.0,30,0.23333333333333334,13.0,30,0.43333333333333335,-3.0,10.0,-0.3,0.43333333333333335
GeometryOracle-condition,b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,30,1,19,19,30,0.6333333333333333,6,6,30,0.2,5,5,30,0.16666666666666666,10,10,30,0.3333333333333333,0,0,30,0.0,0,0,30,0.0,3,3,30,0.1,1,1,30,0.03333333333333333,0,19,0.0,1,10,0.1,13.0,30,0.43333333333333335,7.0,30,0.23333333333333334,3.0,10.0,0.3,0.6333333333333333
Base,d6796d48077a08484abd1252e6deb387d8b6a10bf445e66c4e6eaa0bde0f7818,5,1,0,0,5,0.0,5,5,5,1.0,0,0,5,0.0,0,0,5,0.0,0,0,5,0.0,0,0,5,0.0,0,0,5,0.0,4,4,5,0.8,0,0,,4,4,1.0,-5.0,5,-1.0,6.0,5,1.2,0.0,6.0,0.0,0.0
Always Detour,d6796d48077a08484abd1252e6deb387d8b6a10bf445e66c4e6eaa0bde0f7818,5,1,2,2,5,0.4,1,1,5,0.2,2,2,5,0.4,5,5,5,1.0,0,0,5,0.0,0,0,5,0.0,4,4,5,0.8,0,0,5,0.0,0,0,,0,4,0.0,1.0,5,0.2,0.0,5,0.0,6.0,6.0,1.0,0.4
Always Retreat,d6796d48077a08484abd1252e6deb387d8b6a10bf445e66c4e6eaa0bde0f7818,5,1,0,0,5,0.0,5,5,5,1.0,0,0,5,0.0,5,5,5,1.0,0,0,5,0.0,0,0,5,0.0,0,0,5,0.0,0,0,5,0.0,0,0,,0,4,0.0,-5.0,5,-1.0,6.0,5,1.2,0.0,6.0,0.0,0.0
Risk->Retreat,d6796d48077a08484abd1252e6deb387d8b6a10bf445e66c4e6eaa0bde0f7818,5,1,0,0,5,0.0,5,5,5,1.0,0,0,5,0.0,5,5,5,1.0,0,0,5,0.0,0,0,5,0.0,0,0,5,0.0,0,0,5,0.0,0,0,,0,4,0.0,-5.0,5,-1.0,6.0,5,1.2,0.0,6.0,0.0,0.0
Risk->Detour,d6796d48077a08484abd1252e6deb387d8b6a10bf445e66c4e6eaa0bde0f7818,5,1,2,2,5,0.4,1,1,5,0.2,2,2,5,0.4,5,5,5,1.0,0,0,5,0.0,0,0,5,0.0,4,4,5,0.8,0,0,5,0.0,0,0,,0,4,0.0,1.0,5,0.2,0.0,5,0.0,6.0,6.0,1.0,0.4
Risk->BestFixed,d6796d48077a08484abd1252e6deb387d8b6a10bf445e66c4e6eaa0bde0f7818,5,1,2,2,5,0.4,1,1,5,0.2,2,2,5,0.4,5,5,5,1.0,0,0,5,0.0,0,0,5,0.0,4,4,5,0.8,0,0,5,0.0,0,0,,0,4,0.0,1.0,5,0.2,0.0,5,0.0,6.0,6.0,1.0,0.4
Risk+TwoStage,d6796d48077a08484abd1252e6deb387d8b6a10bf445e66c4e6eaa0bde0f7818,5,1,2,2,5,0.4,1,1,5,0.2,2,2,5,0.4,5,5,5,1.0,0,0,5,0.0,0,0,5,0.0,4,4,5,0.8,0,0,5,0.0,0,0,,0,4,0.0,1.0,5,0.2,0.0,5,0.0,6.0,6.0,1.0,0.4
DirectChoice,d6796d48077a08484abd1252e6deb387d8b6a10bf445e66c4e6eaa0bde0f7818,5,1,2,2,5,0.4,1,1,5,0.2,2,2,5,0.4,5,5,5,1.0,0,0,5,0.0,0,0,5,0.0,4,4,5,0.8,0,0,5,0.0,0,0,,0,4,0.0,1.0,5,0.2,0.0,5,0.0,6.0,6.0,1.0,0.4
DirectQ,d6796d48077a08484abd1252e6deb387d8b6a10bf445e66c4e6eaa0bde0f7818,5,1,2,2,5,0.4,1,1,5,0.2,2,2,5,0.4,5,5,5,1.0,0,0,5,0.0,0,0,5,0.0,4,4,5,0.8,0,0,5,0.0,0,0,,0,4,0.0,1.0,5,0.2,0.0,5,0.0,6.0,6.0,1.0,0.4
DirectQ-lambda2,d6796d48077a08484abd1252e6deb387d8b6a10bf445e66c4e6eaa0bde0f7818,5,1,2,2,5,0.4,1,1,5,0.2,2,2,5,0.4,5,5,5,1.0,0,0,5,0.0,0,0,5,0.0,4,4,5,0.8,0,0,5,0.0,0,0,,0,4,0.0,1.0,5,0.2,0.0,5,0.0,6.0,6.0,1.0,0.4
DirectQ-lambda3,d6796d48077a08484abd1252e6deb387d8b6a10bf445e66c4e6eaa0bde0f7818,5,1,2,2,5,0.4,1,1,5,0.2,2,2,5,0.4,5,5,5,1.0,0,0,5,0.0,0,0,5,0.0,4,4,5,0.8,0,0,5,0.0,0,0,,0,4,0.0,1.0,5,0.2,0.0,5,0.0,6.0,6.0,1.0,0.4
DirectQ-lambda5,d6796d48077a08484abd1252e6deb387d8b6a10bf445e66c4e6eaa0bde0f7818,5,1,2,2,5,0.4,1,1,5,0.2,2,2,5,0.4,5,5,5,1.0,0,0,5,0.0,0,0,5,0.0,4,4,5,0.8,0,0,5,0.0,0,0,,0,4,0.0,1.0,5,0.2,0.0,5,0.0,6.0,6.0,1.0,0.4
DirectQ-lambda8,d6796d48077a08484abd1252e6deb387d8b6a10bf445e66c4e6eaa0bde0f7818,5,1,2,2,5,0.4,1,1,5,0.2,2,2,5,0.4,5,5,5,1.0,0,0,5,0.0,0,0,5,0.0,4,4,5,0.8,0,0,5,0.0,0,0,,0,4,0.0,1.0,5,0.2,0.0,5,0.0,6.0,6.0,1.0,0.4
PairwiseAdvantage,d6796d48077a08484abd1252e6deb387d8b6a10bf445e66c4e6eaa0bde0f7818,5,1,2,2,5,0.4,1,1,5,0.2,2,2,5,0.4,5,5,5,1.0,0,0,5,0.0,0,0,5,0.0,4,4,5,0.8,0,0,5,0.0,0,0,,0,4,0.0,1.0,5,0.2,0.0,5,0.0,6.0,6.0,1.0,0.4
OutcomeRouter,d6796d48077a08484abd1252e6deb387d8b6a10bf445e66c4e6eaa0bde0f7818,5,1,2,2,5,0.4,1,1,5,0.2,2,2,5,0.4,5,5,5,1.0,0,0,5,0.0,0,0,5,0.0,4,4,5,0.8,0,0,5,0.0,0,0,,0,4,0.0,1.0,5,0.2,0.0,5,0.0,6.0,6.0,1.0,0.4
OutcomeRouter-hidden-only,d6796d48077a08484abd1252e6deb387d8b6a10bf445e66c4e6eaa0bde0f7818,5,1,1,1,5,0.2,2,2,5,0.4,2,2,5,0.4,3,3,5,0.6,0,0,5,0.0,0,0,5,0.0,3,3,5,0.6,1,1,5,0.2,0,0,,1,4,0.25,-1.0,5,-0.2,2.0,5,0.4,4.0,6.0,0.6666666666666666,0.2
OutcomeRouter-state-action-only,d6796d48077a08484abd1252e6deb387d8b6a10bf445e66c4e6eaa0bde0f7818,5,1,2,2,5,0.4,1,1,5,0.2,2,2,5,0.4,5,5,5,1.0,0,0,5,0.0,0,0,5,0.0,4,4,5,0.8,0,0,5,0.0,0,0,,0,4,0.0,1.0,5,0.2,0.0,5,0.0,6.0,6.0,1.0,0.4
GeometryOracle-condition,d6796d48077a08484abd1252e6deb387d8b6a10bf445e66c4e6eaa0bde0f7818,5,1,2,2,5,0.4,1,1,5,0.2,2,2,5,0.4,5,5,5,1.0,0,0,5,0.0,0,0,5,0.0,4,4,5,0.8,0,0,5,0.0,0,0,,0,4,0.0,1.0,5,0.2,0.0,5,0.0,6.0,6.0,1.0,0.4
