source,split,condition,placement,decision_id,anchor_index,collision_relative_horizon,repeats_per_option,base_success,detour_success,base_accident,detour_accident,delta_success,delta_accident,success_loss,new_accident,base_steps,detour_steps
b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,development,glass,fresh:glass_recovery_heldout_0003,9bdd0920927a26b060cf70ca4890716f3f989358374c2e492c17ee4cc3816caf,33,10,1,0,0,1,1,0,0,0,0,16,78
b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,development,offpath,fresh:glass_recovery_heldout_0003,70c62d8be41a7fea34c92b481f0095934f4a77ea5d087b5d4c77665c77b52236,33,10,1,1,1,0,0,0,0,0,0,65,453
b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,development,noglass,fresh:glass_recovery_heldout_0003,b372758a02334c207d5351f5d2934a9719ee8d25e68df3cdb8dc6cb0a62f80e1,33,10,1,1,1,0,0,0,0,0,0,82,165
b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,development,glass,fresh:glass_recovery_heldout_0003,1fd95ecb17a7648382c5c8fcc6a59f299f99ea9f6981f577828d8bb3174af1a6,38,5,1,0,0,1,1,0,0,0,0,87,98
b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,development,offpath,fresh:glass_recovery_heldout_0003,65fba570606a64660d35a063836a5bb8894b59481fd7c67175055212a4d4b949,38,5,1,1,1,0,0,0,0,0,0,61,273
b830bede73f505b84b88a6596e92c22a5a4c0ded1e275e8e5b28a599849d2df6,development,noglass,fresh:glass_recovery_heldout_0003,2ccd971e77ce745c2eb16199826277fcd3c3072243e5e2d9b5214fb4b1d0b89c,38,5,1,0,1,0,0,1,0,0,0,220,178
3f7887ee8820a4163a5033c81050731e85d1a310652a612f5b0ea5c450ec2043,development,glass,fresh:glass_recovery_heldout_0004,f5e29d142ce37195d5e6e358c696719aabcc459ff710805170d99e8676a8f36e,121,40,1,0,0,1,1,0,0,0,0,162,90
3f7887ee8820a4163a5033c81050731e85d1a310652a612f5b0ea5c450ec2043,development,glass,fresh:glass_recovery_heldout_0004,8ccf068d76a637b79e3fe26f4c94f1a34bfae0c30537b3aa307705c9913e5e26,131,30,1,0,0,1,1,0,0,0,0,86,89
3f7887ee8820a4163a5033c81050731e85d1a310652a612f5b0ea5c450ec2043,development,glass,fresh:glass_recovery_heldout_0004,05c837d3466008eb2c1862ab167ae50aa83d7fd5dfac918a257327e36a3ade3c,141,20,1,0,0,0,1,0,1,0,1,220,87
3f7887ee8820a4163a5033c81050731e85d1a310652a612f5b0ea5c450ec2043,development,glass,fresh:glass_recovery_heldout_0004,b27f849548431b17604d3407fab6763e69b27d8a4d06250e8a3451a38f01354e,151,10,1,0,0,1,1,0,0,0,0,60,87
3f7887ee8820a4163a5033c81050731e85d1a310652a612f5b0ea5c450ec2043,development,glass,fresh:glass_recovery_heldout_0004,3bb5e22f45d1ac3d71a097e8cb2d5ad94983db45936729c14b642d823ed07938,156,5,1,0,0,1,1,0,0,0,0,79,86
655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,development,glass,fresh:glass_recovery_train_0000,b6c7a28a44a0cdccd80228669ce65f9d533aafdaba7fa03777a7e9e5f92fcbaf,2,30,1,0,0,1,0,0,-1,0,0,26,900
655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,development,offpath,fresh:glass_recovery_train_0000,2d12dec832d1653285a4e76e64bd3c6a07108948e8384323ae0c97c562de88de,2,30,1,1,1,0,0,0,0,0,0,74,346
655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,development,noglass,fresh:glass_recovery_train_0000,9ea14f981ac331e204e088d2c91efd86a4fbb94fd083c051518c557fab95367e,2,30,1,1,0,0,0,-1,0,1,0,68,900
655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,development,glass,fresh:glass_recovery_train_0000,a148b88584a6fcbc576e4bc342da0c47336c741a52d60a4ab9eabe5e2de1a3bf,12,20,1,0,0,1,0,0,-1,0,0,16,900
655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,development,offpath,fresh:glass_recovery_train_0000,86460550f025224507f8f737a2b53bc4a6ad5b1a098adba2966d6523ca87bf55,12,20,1,1,0,0,0,-1,0,1,0,62,900
655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,development,noglass,fresh:glass_recovery_train_0000,aa9635efa5b98499eae6e2d6ad16117480e838efaa5e6a6ac9e80d058bb808c0,12,20,1,1,1,0,0,0,0,0,0,61,213
655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,development,glass,fresh:glass_recovery_train_0000,1540bf924d13468823c587804375e4b1b0877f46bea2853d701ce925f72a4f54,22,10,1,0,0,1,1,0,0,0,0,2,93
655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,development,offpath,fresh:glass_recovery_train_0000,41aaad3fab0ea405774bb79458661b591a530ea31f813471c67d709742e3c3ab,22,10,1,1,0,0,0,-1,0,1,0,51,900
655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,development,noglass,fresh:glass_recovery_train_0000,4f3bdd0312ca85e1ba6fb7b684af82ec936d50a0c8e656dbfae0bb4bead9906d,22,10,1,1,1,0,0,0,0,0,0,45,188
655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,development,glass,fresh:glass_recovery_train_0000,4b8a554da0093a3ec951c15cfaddef82c5ff3bc10066c9992c01a050a711c5d5,27,5,1,0,0,1,1,0,0,0,0,5,117
655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,development,offpath,fresh:glass_recovery_train_0000,7ae27594a6f1c0137646c65cf83731794e6e52dab36df6f19eae6aced4e0a0af,27,5,1,0,0,0,0,0,0,0,0,220,900
655347c9fb28aaf505e162e6bcad095d17e4bfee5506113825cfb3da6ca60845,development,noglass,fresh:glass_recovery_train_0000,f3051264ef2fa069207f9511961af567ec459629e2d178f378490561b762b40c,27,5,1,1,0,0,0,-1,0,1,0,44,900
2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,development,glass,fresh:glass_recovery_train_0002,b5f8d451b31f9dd32c4c21504d2198081cdcf4fe7340031d59d0135c79b7b864,6,20,1,0,0,1,0,0,-1,0,0,19,900
2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,development,offpath,fresh:glass_recovery_train_0002,c388036fa28bcbcf53eab1353b178017e4ee8152c0102836623b7f20cc42aa3d,6,20,1,1,1,0,0,0,0,0,0,65,176
2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,development,noglass,fresh:glass_recovery_train_0002,2da3ff4accb1314decf6f703bb4f1345ab6dcdf3ffccc9f988da08a08ac45f61,6,20,1,1,0,0,0,-1,0,1,0,64,900
2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,development,glass,fresh:glass_recovery_train_0002,d03d57c057b2f3c9b9f817ad48c08da05ea28343add0ec3e0fe2a26ecae28ba9,16,10,1,0,0,1,0,0,-1,0,0,10,900
2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,development,offpath,fresh:glass_recovery_train_0002,b11baf7e9d8941911e94229fd80b49cd82dd4579072b66e271694cc175f86345,16,10,1,1,1,0,0,0,0,0,0,57,167
2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,development,noglass,fresh:glass_recovery_train_0002,d569f3a1821a58ef5623cbc5eb42a01202ae976efb27c8472e5009ce2a469dc7,16,10,1,1,0,0,0,-1,0,1,0,52,900
2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,development,glass,fresh:glass_recovery_train_0002,14b8ad576da2ad8abda3801550bc8d3bf78e20fd617c8ed1b2240cdb0af55d6d,21,5,1,0,0,1,0,0,-1,0,0,7,900
2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,development,offpath,fresh:glass_recovery_train_0002,482bc5f7b9537b8bb4b6b31f4d53c3939a8882765d73f2168a3609912d35a068,21,5,1,1,1,0,0,0,0,0,0,47,176
2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,development,noglass,fresh:glass_recovery_train_0002,086337e94765514c86632ae53852e41dacbae39613d891609c68e3f67f887e0f,21,5,1,1,1,0,0,0,0,0,0,48,182
2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,development,glass,fresh:glass_recovery_train_0003,454f0997335b753401427ccffc5e9ec0f7c03a7576a421afc6d3a851352ed92f,7,20,1,0,0,1,0,0,-1,0,0,20,900
2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,development,offpath,fresh:glass_recovery_train_0003,2253bf39f5219df1dfbd7261f28288c17b4fbf5bab2af331fdf082fefd3d40f7,7,20,1,1,1,0,0,0,0,0,0,65,174
2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,development,noglass,fresh:glass_recovery_train_0003,cf498b2822b525713410b44823e1175d7dd082ebcfcbb4f174a499cf35bc203e,7,20,1,1,0,0,0,-1,0,1,0,62,900
2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,development,glass,fresh:glass_recovery_train_0003,da78f194a43933b71643d8e96c8d8d5ae56de46debdc6d1deea46f996581f08b,17,10,1,0,0,1,0,0,-1,0,0,10,900
2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,development,offpath,fresh:glass_recovery_train_0003,08655602d64d1c1327ce7d2a820a8f00779e9a755f4f0d945a09cce80856b7f7,17,10,1,0,1,0,0,1,0,0,0,220,165
2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,development,noglass,fresh:glass_recovery_train_0003,ab211aef83445d1b7703fc3b3a620cee25a1f9862ab33a99b04a8695a80c5729,17,10,1,1,0,0,0,-1,0,1,0,47,900
2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,development,glass,fresh:glass_recovery_train_0003,8e808ee69d7e14b17e1d324e91adcee36e23c02001bb1faad54a9de6d812a034,22,5,1,0,0,1,0,0,-1,0,0,4,900
2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,development,offpath,fresh:glass_recovery_train_0003,d750b40b44623671986b659ec43442e2170cbffef3f252e42e7c956cb5644be0,22,5,1,1,1,0,0,0,0,0,0,48,180
2ef1381d9cfc0a92b107e2940bcf431c7494cd7067d032284f30a23c47b487cc,development,noglass,fresh:glass_recovery_train_0003,6becc6bc09bd051d807aa411a4e8aa9d2826fe35aecfb8a1eaac140011137ed4,22,5,1,1,1,0,0,0,0,0,0,48,181
61f6ada542d03d1dd4d75a304f2674efa20660163c54b012b956522e98835cac,development,glass,fresh:glass_recovery_train_0004,0fd367efa9b3fc5a72cb8007773f03057baa564b361ab93f8a036be0e3812e1e,3,30,1,0,0,1,0,0,-1,0,0,31,900
61f6ada542d03d1dd4d75a304f2674efa20660163c54b012b956522e98835cac,development,offpath,fresh:glass_recovery_train_0004,7fb3d0ba911c313bd85ae169d3d78101903687323fadb162f5d9c5ab5fe28059,3,30,1,1,1,0,0,0,0,0,0,72,167
61f6ada542d03d1dd4d75a304f2674efa20660163c54b012b956522e98835cac,development,noglass,fresh:glass_recovery_train_0004,d60a3783c2fe92d6647633cf262d37aef5fd208d38b7e73a73c1101e5be5a26d,3,30,1,1,0,0,0,-1,0,1,0,68,900
61f6ada542d03d1dd4d75a304f2674efa20660163c54b012b956522e98835cac,development,glass,fresh:glass_recovery_train_0004,908ef9b1bf44303d25bb595b7c491f06cda835736a0fe952f19de8109f255546,13,20,1,0,0,1,0,0,-1,0,0,20,900
61f6ada542d03d1dd4d75a304f2674efa20660163c54b012b956522e98835cac,development,offpath,fresh:glass_recovery_train_0004,7523169b692847036bfc239ef44c1f9a42993f8a7491190fb5bade1a72de286a,13,20,1,1,1,0,0,0,0,0,0,96,173
61f6ada542d03d1dd4d75a304f2674efa20660163c54b012b956522e98835cac,development,noglass,fresh:glass_recovery_train_0004,43f440c35f7fae6e5d2cf43fc17d86ebe44888d8f46117633c222c4c00c73037,13,20,1,1,0,0,0,-1,0,1,0,58,900
61f6ada542d03d1dd4d75a304f2674efa20660163c54b012b956522e98835cac,development,glass,fresh:glass_recovery_train_0004,fba1b6546de0831ce1b7a92f2b9e94fc329d8004763917946681424617da557f,23,10,1,0,0,1,1,0,0,0,0,7,89
61f6ada542d03d1dd4d75a304f2674efa20660163c54b012b956522e98835cac,development,offpath,fresh:glass_recovery_train_0004,96524455265ea1be2e17aceef4ef9f0401b619285835955d08d5f49e3e9e7e3d,23,10,1,1,1,0,0,0,0,0,0,52,189
61f6ada542d03d1dd4d75a304f2674efa20660163c54b012b956522e98835cac,development,noglass,fresh:glass_recovery_train_0004,1d42af5c8366b50f6568b0f07b9f1ecd9728bc9cffcedae1027789727a56c7d0,23,10,1,1,1,0,0,0,0,0,0,50,180
61f6ada542d03d1dd4d75a304f2674efa20660163c54b012b956522e98835cac,development,glass,fresh:glass_recovery_train_0004,05310bf4778fd61d5fb16ba6ff81057d91a23b5b7e3c97c55542a25ba546a91d,28,5,1,0,0,1,1,0,0,0,0,32,106
61f6ada542d03d1dd4d75a304f2674efa20660163c54b012b956522e98835cac,development,offpath,fresh:glass_recovery_train_0004,45e3ca72b66bf8c168a20078c367da0c999b06e06d29392d4d6c3865135c4abd,28,5,1,1,1,0,0,0,0,0,0,45,195
61f6ada542d03d1dd4d75a304f2674efa20660163c54b012b956522e98835cac,development,noglass,fresh:glass_recovery_train_0004,90c26da7ae63222f8d47bddd9ba02f4d6b9c3db0ec2424bf0d41a8ffe805c9e9,28,5,1,1,1,0,0,0,0,0,0,45,195
5de3fa5396875480db81793738029227ed357caa91e5d24290ffc5cb0371f908,development,glass,fresh:glass_recovery_validation_0000,e7264922b1681771f81bfbe7b6d0ce3c28e7ad71bfbdc292ec50bc86de439cfd,5,30,1,0,0,1,1,0,0,0,0,26,144
5de3fa5396875480db81793738029227ed357caa91e5d24290ffc5cb0371f908,development,offpath,fresh:glass_recovery_validation_0000,ce20854e00535b1b79a296a560b6e94b61aae2e971c0e99908e5a2d170493bf1,5,30,1,1,1,0,0,0,0,0,0,68,451
5de3fa5396875480db81793738029227ed357caa91e5d24290ffc5cb0371f908,development,noglass,fresh:glass_recovery_validation_0000,61432e913d74d31450cddd4c3da258b873d69012fc51a14a836875c5cc0fe893,5,30,1,1,1,0,0,0,0,0,0,120,240
5de3fa5396875480db81793738029227ed357caa91e5d24290ffc5cb0371f908,development,glass,fresh:glass_recovery_validation_0000,0a44cc28f9b90f804d6269dfd059effe40e679643c4e15cbc3839b0d6119c526,15,20,1,0,0,1,0,0,-1,0,0,22,900
5de3fa5396875480db81793738029227ed357caa91e5d24290ffc5cb0371f908,development,offpath,fresh:glass_recovery_validation_0000,385e4cf128a61a0397a6ba85f7781ee1caf0d702bd14acad762a1e7854ac0ff2,15,20,1,1,1,0,0,0,0,0,0,63,214
5de3fa5396875480db81793738029227ed357caa91e5d24290ffc5cb0371f908,development,noglass,fresh:glass_recovery_validation_0000,ff97c2cb7af3fed8c82ff276dd52b010c904250bc448000c4d77f57127ff18bc,15,20,1,0,1,0,0,1,0,0,0,220,237
5de3fa5396875480db81793738029227ed357caa91e5d24290ffc5cb0371f908,development,glass,fresh:glass_recovery_validation_0000,60207f9b74682e726d30d7e19721031daf6a765f561ba4467a7f2a46fde54d0b,25,10,1,0,0,1,1,0,0,0,0,11,85
5de3fa5396875480db81793738029227ed357caa91e5d24290ffc5cb0371f908,development,offpath,fresh:glass_recovery_validation_0000,427d47b1f9294216935e373d264243d794f60761d2cd9ba178af9c71495d96d2,25,10,1,1,1,0,0,0,0,0,0,52,225
5de3fa5396875480db81793738029227ed357caa91e5d24290ffc5cb0371f908,development,noglass,fresh:glass_recovery_validation_0000,fd75c067cd9a9fe2b3040e18c4cd6ae63c19d09a3e64e4281d722be2684938dc,25,10,1,1,1,0,0,0,0,0,0,167,244
5de3fa5396875480db81793738029227ed357caa91e5d24290ffc5cb0371f908,development,glass,fresh:glass_recovery_validation_0000,97376df45024d23f451f0cc9e7f16122c8ca877dd224d0c4fe25c5f3ec19d55b,30,5,1,0,0,1,1,0,0,0,0,2,98
5de3fa5396875480db81793738029227ed357caa91e5d24290ffc5cb0371f908,development,offpath,fresh:glass_recovery_validation_0000,262453b2ca929df86bbed3f2cfb17ed1e07c7d81d4517352faf429e277241ab6,30,5,1,1,0,0,0,-1,0,1,0,52,900
5de3fa5396875480db81793738029227ed357caa91e5d24290ffc5cb0371f908,development,noglass,fresh:glass_recovery_validation_0000,d13d133c5f7fe8682bacc04f65f72fb8f1325d63649cab5fcf21a9fbda906867,30,5,1,1,1,0,0,0,0,0,0,160,233
d6796d48077a08484abd1252e6deb387d8b6a10bf445e66c4e6eaa0bde0f7818,development,glass,fresh:glass_recovery_validation_0004,e17fa65a91f046d8a32b73959d88890207d14697bb36ee82453b070274433cc9,118,40,1,0,0,1,0,0,-1,0,0,20,872
d6796d48077a08484abd1252e6deb387d8b6a10bf445e66c4e6eaa0bde0f7818,development,glass,fresh:glass_recovery_validation_0004,c35850f1a7a3cefeeac039a79997050eed939555f110f4f8ed09b0208aa2c86c,128,30,1,0,1,1,0,1,-1,0,0,28,486
d6796d48077a08484abd1252e6deb387d8b6a10bf445e66c4e6eaa0bde0f7818,development,glass,fresh:glass_recovery_validation_0004,a3ea97e477fd5670df15a323acbe3fc8e49b58f82c84831b3054ad639e7abaa3,138,20,1,0,1,1,0,1,-1,0,0,22,582
d6796d48077a08484abd1252e6deb387d8b6a10bf445e66c4e6eaa0bde0f7818,development,glass,fresh:glass_recovery_validation_0004,b7bea5e726eba075249d5da9a36eebee5d4e1ea1c274da7f53055ccaccde9102,148,10,1,0,0,1,0,0,-1,0,0,7,842
d6796d48077a08484abd1252e6deb387d8b6a10bf445e66c4e6eaa0bde0f7818,development,glass,fresh:glass_recovery_validation_0004,3a735bac7f28109c327dcead7fc4fbaee493fe280dc7d9577b0ca394a32c2438,153,5,1,0,0,1,1,0,0,0,0,5,5
