method,accident,accident_100,accident_delta,completion_cost,completion_cost_delta,condition,inference_calls,inference_calls_delta,lost_success,n,new_accident,raw_steps,refresh,source,success,success_100,success_delta
observation_ungated_diagnostic,0.0,0.0,0.0,56.25,0.0,matched_buffer_control,12.0,0.0,0.0,4,0.0,56.25,0.0,27efbd6bc5dd9e1b629628ddc1ebcd9a29aed2df4deec4e313d91ec273654991,1.0,1.0,0.0
observation_ungated_diagnostic,0.0,0.0,0.0,70.375,-1.75,all,14.375,-0.125,0.0,8,0.0,70.375,1.0,39ae394166b56ca17d0a9267497f5e6db270595394b437bc40b499c95bc78744,1.0,1.0,0.0
observation_ungated_diagnostic,0.0,0.0,0.0,71.5,-3.5,stale,14.75,-0.25,0.0,4,0.0,71.5,1.0,39ae394166b56ca17d0a9267497f5e6db270595394b437bc40b499c95bc78744,1.0,1.0,0.0
observation_ungated_diagnostic,0.0,0.0,0.0,69.25,0.0,matched_buffer_control,14.0,0.0,0.0,4,0.0,69.25,1.0,39ae394166b56ca17d0a9267497f5e6db270595394b437bc40b499c95bc78744,1.0,1.0,0.0
observation_ungated_diagnostic,0.0,0.0,0.0,98.375,-0.25,all,20.125,-0.125,0.0,8,0.0,98.375,1.0,55a791e7d4187ccc4fa8d76e3f770d102f8cbf6c00a014e2db05334ba0d8018a,1.0,0.875,0.0
observation_ungated_diagnostic,0.0,0.0,0.0,99.5,-1.25,stale,20.25,-0.5,0.0,4,0.0,99.5,1.0,55a791e7d4187ccc4fa8d76e3f770d102f8cbf6c00a014e2db05334ba0d8018a,1.0,0.75,0.0
observation_ungated_diagnostic,0.0,0.0,0.0,97.25,0.75,matched_buffer_control,20.0,0.25,0.0,4,0.0,97.25,1.0,55a791e7d4187ccc4fa8d76e3f770d102f8cbf6c00a014e2db05334ba0d8018a,1.0,1.0,0.0
observation_ungated_diagnostic,0.0,0.0,0.0,95.0,-1.375,all,19.25,-0.25,0.0,8,0.0,95.0,0.5,7c37bc461026a4c0baa8f078d0044e9be9dbac54215649145889b00de22372bc,1.0,1.0,0.0
observation_ungated_diagnostic,0.0,0.0,0.0,96.25,-2.75,stale,19.5,-0.5,0.0,4,0.0,96.25,1.0,7c37bc461026a4c0baa8f078d0044e9be9dbac54215649145889b00de22372bc,1.0,1.0,0.0
observation_ungated_diagnostic,0.0,0.0,0.0,93.75,0.0,matched_buffer_control,19.0,0.0,0.0,4,0.0,93.75,0.0,7c37bc461026a4c0baa8f078d0044e9be9dbac54215649145889b00de22372bc,1.0,1.0,0.0
observation_ungated_diagnostic,0.0,0.0,0.0,93.75,0.0,all,18.875,0.0,0.0,8,0.0,93.75,0.0,bf2eb93d154d15c866b7220cb75da05186d637f439b488cb72df5d6e0ca225c6,1.0,1.0,0.0
observation_ungated_diagnostic,0.0,0.0,0.0,97.0,0.0,stale,19.5,0.0,0.0,4,0.0,97.0,0.0,bf2eb93d154d15c866b7220cb75da05186d637f439b488cb72df5d6e0ca225c6,1.0,1.0,0.0
observation_ungated_diagnostic,0.0,0.0,0.0,90.5,0.0,matched_buffer_control,18.25,0.0,0.0,4,0.0,90.5,0.0,bf2eb93d154d15c866b7220cb75da05186d637f439b488cb72df5d6e0ca225c6,1.0,1.0,0.0
observation_ungated_diagnostic,0.0625,0.0,0.0,127.0625,11.8125,all,25.6875,3.0625,0.1875,16,0.0625,126.8125,0.75,cd8d51cb68d0b6263d1dfeb23031fde3f9fef779ac358a807df9ff3f2ed67a41,0.6875,0.5,-0.125
observation_ungated_diagnostic,0.125,0.0,0.0,191.375,23.625,stale,38.375,6.125,0.375,8,0.125,190.875,1.0,cd8d51cb68d0b6263d1dfeb23031fde3f9fef779ac358a807df9ff3f2ed67a41,0.375,0.0,-0.25
observation_ungated_diagnostic,0.0,0.0,0.0,62.75,0.0,matched_buffer_control,13.0,0.0,0.0,8,0.0,62.75,0.5,cd8d51cb68d0b6263d1dfeb23031fde3f9fef779ac358a807df9ff3f2ed67a41,1.0,1.0,0.0
observation_ungated_diagnostic,0.0,0.0,0.0,95.875,-1.0,all,19.625,-0.25,0.0,8,0.0,95.875,1.0,e0e6b8a3d1c85c80ca9a0ebb4640c98bc543a40a920203184457bc8a240aea78,1.0,0.875,0.0
observation_ungated_diagnostic,0.0,0.0,0.0,99.75,-1.5,stale,20.25,-0.5,0.0,4,0.0,99.75,1.0,e0e6b8a3d1c85c80ca9a0ebb4640c98bc543a40a920203184457bc8a240aea78,1.0,0.75,0.0
observation_ungated_diagnostic,0.0,0.0,0.0,92.0,-0.5,matched_buffer_control,19.0,0.0,0.0,4,0.0,92.0,1.0,e0e6b8a3d1c85c80ca9a0ebb4640c98bc543a40a920203184457bc8a240aea78,1.0,1.0,0.0
